invoiceId,businessId,payerId,montoFactura,relationDays,relationRecurrence,issuerInvoicesAmount,issuerCancelledInvoices,diasActividadPagador,Clients12Months,mora,facturaMorosa,montoFacturaWsz,issuerInvoicesAmountWsz,Clients12MonthsWsz,payerNroFactMorosas,payerNroFacturas,payerAmountFacturas,payerDiasMora,payerRatioMorosidad,payerAvgAmountFacturas,payerAvgDiasMora,payerDesvAmount,businessNroFactMorosas,businessNroFacturas,businessDiasMora,businessRatioMororsidad,businessAvgDiasMora
2594,9587,2878,939,1633275,653.0,40.8125,415286228,0.039588,4027.0,7,-19.0,0,1633275.0,415286228.0,7.0,0,2,13344303.0,-48.0,0.0,6672151,-24.0,-5038876.0,0,1,-26.0,0.0,-26.0
2605,9592,2878,4693,1309000,820.0,15.471698113207546,428587138,0.039588,12042.0,7,-12.0,0,1309000.0,428587138.0,7.0,5,34,265053872.0,-229.0,0.14705882352941177,7795702,-6.735294117647059,-6486702.0,0,2,-45.0,0.0,-22.5
1510,3848,2879,1255,6001078,114.0,37.66666666666666,19821345,0.006713,5993.0,15,1.0,1,6001078.0,19821345.0,15.0,26,34,63972543.0,1416.0,0.7647058823529411,1881545,41.64705882352941,4119533.0,0,0,0.0,0.0,0.0
686,2881,2880,5359,957579,485.0,21.08695652173913,46757269,0.017377,7285.0,2,-1.0,0,957579.0,46757269.0,2.0,0,1,1487502.0,-13.0,0.0,1487502,-13.0,-529923.0,0,0,0.0,0.0,0.0
1867,4343,2880,5359,2053970,515.0,21.45833333333333,50232546,0.01676,7315.0,2,-3.0,0,2053970.0,50232546.0,2.0,0,2,2445081.0,-14.0,0.0,1222540,-7.0,831430.0,0,1,-1.0,0.0,-1.0
197,10340,2880,5359,3417591,618.0,20.566666666666663,66550291,0.046163,7418.0,1,-16.0,0,3417591.0,66550291.0,1.0,0,3,4499051.0,-17.0,0.0,1499683,-5.666666666666667,1917908.0,0,2,-4.0,0.0,-2.0
2767,4489,2882,4773,477190,602.0,9.390625,565749958,0.007913,10505.0,4,0.0,0,477190.0,565749958.0,4.0,7,17,37178216.0,-10.0,0.4117647058823529,2186953,-0.5882352941176471,-1709763.0,0,0,0.0,0.0,0.0
2295,15432,2882,4773,3756116,776.0,9.226190476190476,782957988,0.008876,10679.0,7,0.0,0,3756116.0,782957988.0,7.0,11,42,180692708.04999998,64.0,0.2619047619047619,4302207,1.5238095238095237,-546091.0,0,1,0.0,0.0,0.0
1527,18913,2882,4773,2249100,848.0,8.622448979591837,901765360,0.01208,10751.0,8,1.0,1,2249100.0,901765360.0,8.0,13,58,247037811.09999996,8.0,0.22413793103448276,4259272,0.13793103448275862,-2010172.0,0,2,0.0,0.0,0.0
2230,17056,2884,2950,331103,269.0,24.363636363636363,336322458,0.14035,1330.0,13,7.0,1,331103.0,336322458.0,13.0,1,1,19890850.0,3.0,1.0,19890850,3.0,-19559747.0,0,0,0.0,0.0,0.0
1297,19919,2884,2950,4855325,331.0,23.642857142857142,336322458,0.121194,1392.0,15,42.0,1,4855325.0,336322458.0,15.0,2,2,20221953.0,10.0,1.0,10110976,5.0,-5255651.0,1,1,7.0,1.0,7.0
2172,4810,2885,5400,909948,179.0,13.692307692307692,909948,0.0,6576.0,4,3.0,1,909948.0,909948.0,4.0,0,0,0.0,0.0,0.0,0,0.0,909948.0,0,0,0.0,0.0,0.0
1084,4990,2885,5400,3840025,184.0,13.142857142857142,13833761,0.0,6581.0,4,-13.0,0,3840025.0,13833761.0,4.0,1,1,909948.0,3.0,1.0,909948,3.0,2930077.0,1,1,3.0,1.0,3.0
1244,9071,2885,2335,15003200,103.0,8.5,71192631,0.063683,5481.0,4,-26.0,0,15003200.0,71192631.0,4.0,0,0,0.0,0.0,0.0,0,0.0,15003200.0,1,2,-10.0,0.5,-5.0
2469,16421,2885,2335,17029073,215.0,9.347826086956522,269517582,0.033909,5593.0,5,-2.0,0,17029073.0,269517582.0,5.0,0,1,15003200.0,-26.0,0.0,15003200,-26.0,2025873.0,1,3,-36.0,0.3333333333333333,-12.0
2196,17669,2885,2335,5437824,249.0,10.166666666666666,335832968,0.027054,5627.0,5,-15.0,0,5437824.0,335832968.0,5.0,0,2,32032273.0,-28.0,0.0,16016136,-14.0,-10578312.0,1,4,-38.0,0.25,-9.5
989,19341,2885,2335,6117552,279.0,10.692307692307692,449499959,0.022988,5657.0,5,-40.0,0,6117552.0,449499959.0,5.0,0,3,37470097.0,-43.0,0.0,12490032,-14.333333333333334,-6372480.0,1,5,-53.0,0.2,-10.6
1697,1745,2893,4693,4500000,616.0,19.741935483870968,69672000,0.014258,11900.0,1,-35.0,0,4500000.0,69672000.0,1.0,0,4,28573047.0,-57.0,0.0,7143261,-14.25,-2643261.0,0,0,0.0,0.0,0.0
1365,5985,2893,4693,1829000,724.0,20.08333333333333,92873000,0.011601,12008.0,1,-1.0,0,1829000.0,92873000.0,1.0,4,29,255932849.0,-201.0,0.13793103448275862,8825270,-6.931034482758621,-6996270.0,0,1,-35.0,0.0,-35.0
269,10578,2895,1713,6081250,45.0,21.0,23810272,0.071063,2012.0,19,29.0,1,6081250.0,23810272.0,19.0,0,0,0.0,0.0,0.0,0,0.0,6081250.0,0,0,0.0,0.0,0.0
1685,18745,2895,1592,14684600,123.0,40.66666666666666,64895022,0.054813,2658.0,12,0.0,0,14684600.0,64895022.0,12.0,0,0,0.0,0.0,0.0,0,0.0,14684600.0,1,1,29.0,1.0,29.0
1791,4294,2900,1975,21500000,228.0,22.7,46500000,0.298311,2192.0,12,431.0,1,21500000.0,46500000.0,12.0,0,0,0.0,0.0,0.0,0,0.0,21500000.0,0,0,0.0,0.0,0.0
855,14201,2900,4589,7473200,610.0,152.5,121173200,0.203199,9529.0,9,9.0,1,7473200.0,121173200.0,9.0,16,19,225037314.09999996,168.0,0.8421052631578947,11844069,8.842105263157896,-4370869.0,1,1,431.0,1.0,431.0
1811,7502,2901,881,3427500,92.0,46.0,6187500,0.061842,4115.0,9,46.0,1,3427500.0,6187500.0,9.0,1,1,1047200.0,3.0,1.0,1047200,3.0,2380300.0,0,0,0.0,0.0,0.0
1659,12063,2903,1405,1279250,112.0,52.5,1279250,0.00709,2950.0,7,6.0,1,1279250.0,1279250.0,7.0,0,0,0.0,0.0,0.0,0,0.0,1279250.0,0,0,0.0,0.0,0.0
2391,19320,2903,1405,3642590,240.0,45.0,9841300,0.007871,3078.0,11,31.0,1,3642590.0,9841300.0,11.0,1,1,1279250.0,6.0,1.0,1279250,6.0,2363340.0,1,1,6.0,1.0,6.0
431,2956,2904,922,4998000,1.0,80.0,59716082,0.0,6264.0,3,17.0,1,4998000.0,59716082.0,3.0,0,0,0.0,0.0,0.0,0,0.0,4998000.0,0,0,0.0,0.0,0.0
2086,954,2905,5392,6664000,293.0,35.875,28084000,0.017375,6647.0,2,1.0,1,6664000.0,28084000.0,2.0,1,1,7735000.0,8.0,1.0,7735000,8.0,-1071000.0,0,0,0.0,0.0,0.0
1331,3011,2905,5392,4760000,331.0,36.66666666666666,32844000,0.017292,6685.0,2,3.0,1,4760000.0,32844000.0,2.0,5,5,24380271.0,29.0,1.0,4876054,5.8,-116054.0,1,1,1.0,1.0,1.0
157,17174,2905,5392,18445000,588.0,44.0,102459000,0.042242,6942.0,4,0.0,0,18445000.0,102459000.0,4.0,26,30,289652950.15,537.0,0.8666666666666667,9655098,17.9,8789902.0,2,2,4.0,1.0,2.0
2472,7115,2906,3227,16422000,219.0,5.093023255813954,42007000,0.004132,871.0,17,45.0,1,16422000.0,42007000.0,17.0,0,0,0.0,0.0,0.0,0,0.0,16422000.0,0,0,0.0,0.0,0.0
1494,7044,2907,2672,44625000,281.0,8.264705882352942,322788705,0.145319,1253.0,85,-5.0,0,43578160.04999998,322788705.0,85.0,0,0,0.0,0.0,0.0,0,0.0,43578160.04999998,0,0,0.0,0.0,0.0
1521,7385,2907,2672,26794635,287.0,8.2,349583340,0.143958,1259.0,87,-4.0,0,26794635.0,349583340.0,87.0,0,1,43578160.04999998,-5.0,0.0,43578160,-5.0,-16783525.0,0,1,-5.0,0.0,-5.0
480,8348,2907,2672,52431400,303.0,7.575,424862740,0.145145,1275.0,87,20.0,1,43578160.04999998,424862740.0,87.0,0,2,70372795.04999998,-9.0,0.0,35186397,-4.5,8391763.049999982,0,2,-9.0,0.0,-4.5
1922,8735,2907,2672,65926000,309.0,7.357142857142857,490788740,0.142295,1281.0,87,0.0,0,43578160.04999998,490788740.0,87.0,1,3,113950955.09999996,11.0,0.3333333333333333,37983651,3.6666666666666665,5594509.049999982,1,3,11.0,0.3333333333333333,3.6666666666666665
868,12955,2907,2672,64795500,377.0,6.080645161290323,911840490,0.113925,1349.0,92,6.0,1,43578160.04999998,911840490.0,92.0,1,4,157529115.14999995,11.0,0.25,39382278,2.75,4195882.049999982,1,4,11.0,0.25,2.75
834,4219,2908,4824,10737178,206.0,34.166666666666664,21498448,0.0,10499.0,2,436.0,1,10737178.0,21498448.0,2.0,16,20,126840568.0,709.0,0.8,6342028,35.45,4395150.0,0,0,0.0,0.0,0.0
130,5570,2908,4824,16988144,231.0,25.666666666666668,38486592,0.0,10524.0,2,364.0,1,16988144.0,38486592.0,2.0,22,26,169276100.0,3235.0,0.8461538461538461,6510619,124.42307692307692,10477525.0,1,1,436.0,1.0,436.0
2422,1140,2919,4760,1882782,750.0,13.87037037037037,137077691,0.0,10434.0,1,0.0,0,1882782.0,137077691.0,1.0,1,6,4850373.0,37.0,0.16666666666666666,808395,6.166666666666667,1074387.0,0,0,0.0,0.0,0.0
411,3869,2919,4760,2610870,807.0,14.157894736842104,146739836,0.0,10491.0,1,0.0,0,2610870.0,146739836.0,1.0,2,21,127941216.0,74.0,0.09523809523809523,6092438,3.5238095238095237,-3481568.0,0,1,0.0,0.0,0.0
474,10090,2919,4760,769192,913.0,14.9672131147541,155891508,0.0,10597.0,2,0.0,0,769192.0,155891508.0,2.0,2,40,378213352.09999996,71.0,0.05,9455333,1.775,-8686141.0,0,2,0.0,0.0,0.0
2967,11132,2919,4760,1785000,934.0,15.03225806451613,158569639,0.0,10618.0,3,2.0,1,1785000.0,158569639.0,3.0,2,44,385561366.09999996,71.0,0.045454545454545456,8762758,1.6136363636363635,-6977758.0,0,3,0.0,0.0,0.0
1399,12688,2919,4760,2442237,954.0,14.90625,163997586,0.0,10638.0,3,0.0,0,2442237.0,163997586.0,3.0,3,45,387346366.09999996,73.0,0.06666666666666667,8607697,1.6222222222222222,-6165460.0,1,4,2.0,0.25,0.5
1097,12706,2919,5339,3191580,31.0,30.0,167189166,0.0,7730.0,3,17.0,1,3191580.0,167189166.0,3.0,16,30,109814212.0,33.0,0.5333333333333333,3660473,1.1,-468893.0,1,5,2.0,0.2,0.4
569,14677,2919,5339,2485815,59.0,29.5,172280034,0.0,7758.0,3,-6.0,0,2485815.0,172280034.0,3.0,20,35,168652937.04999998,146.0,0.5714285714285714,4818655,4.171428571428572,-2332840.0,2,6,19.0,0.3333333333333333,3.1666666666666665
1846,872,2922,4584,14889280,355.0,39.44444444444444,432612157,0.064527,9345.0,19,-32.0,0,14889280.0,432612157.0,19.0,0,0,0.0,0.0,0.0,0,0.0,14889280.0,0,0,0.0,0.0,0.0
243,981,2922,613,21238965,251.0,50.2,468740402,0.069222,4976.0,19,50.0,1,21238965.0,468740402.0,19.0,1,2,20776158.0,53.0,0.5,10388079,26.5,10850886.0,0,1,-32.0,0.0,-32.0
683,4653,2923,613,8984500,294.0,26.727272727272727,141831497,0.031433,5052.0,9,0.0,0,8984500.0,141831497.0,9.0,3,15,311066985.1999999,145.0,0.2,20737799,9.666666666666666,-11753299.0,0,0,0.0,0.0,0.0
1798,13831,2925,833,10153925,48.0,16.0,44694216,0.042757,4344.0,54,-9.0,0,10153925.0,44694216.0,54.0,0,0,0.0,0.0,0.0,0,0.0,10153925.0,0,0,0.0,0.0,0.0
258,14493,2925,833,5697720,59.0,14.75,50391936,0.040286,4355.0,55,6.0,1,5697720.0,50391936.0,55.0,0,1,10153925.0,-9.0,0.0,10153925,-9.0,-4456205.0,0,1,-9.0,0.0,-9.0
1515,18279,2925,833,10920630,131.0,14.444444444444445,123648321,0.027053,4427.0,57,8.0,1,10920630.0,123648321.0,57.0,1,2,15851645.0,-3.0,0.5,7925822,-1.5,2994808.0,1,2,-3.0,0.5,-1.5
1368,1871,2926,5234,12953864,246.0,30.625,51150360,0.467028,9190.0,6,7.0,1,12953864.0,51150360.0,6.0,0,0,0.0,0.0,0.0,0,0.0,12953864.0,0,0,0.0,0.0,0.0
2453,2166,2926,5234,9114091,254.0,27.88888888888889,60264451,0.489119,9198.0,6,-3.0,0,9114091.0,60264451.0,6.0,1,1,12953864.0,7.0,1.0,12953864,7.0,-3839773.0,1,1,7.0,1.0,7.0
1268,13364,2926,5234,44026768,448.0,20.363636363636363,383986694,0.359901,9392.0,8,14.0,1,43578160.04999998,383986694.0,8.0,10,18,419876036.1999999,316.0,0.5555555555555556,23326446,17.555555555555557,20251714.049999982,1,2,4.0,0.5,2.0
2993,10682,2932,567,3233267,25.0,80.0,3233267,0.0,10615.0,4,-4.0,0,3233267.0,3233267.0,4.0,0,0,0.0,0.0,0.0,0,0.0,3233267.0,0,0,0.0,0.0,0.0
2646,13040,2948,4876,5198170,446.0,23.473684210526315,90878087,0.022312,10644.0,43,0.0,0,5198170.0,90878087.0,43.0,1,6,51946098.0,1.0,0.16666666666666666,8657683,0.16666666666666666,-3459513.0,0,0,0.0,0.0,0.0
2514,14418,2948,4132,379873,364.0,33.09090909090909,99466636,0.042035,8210.0,40,41.0,1,379873.0,99466636.0,40.0,0,0,0.0,0.0,0.0,0,0.0,379873.0,0,1,0.0,0.0,0.0
1619,15818,2948,4876,4989457,484.0,22.0,117613681,0.040335,10682.0,40,0.0,0,4989457.0,117613681.0,40.0,1,9,75795368.0,1.0,0.1111111111111111,8421707,0.1111111111111111,-3432250.0,1,2,41.0,0.5,20.5
508,5060,2949,4824,2177839,387.0,14.615384615384617,41876648,0.070762,10520.0,9,420.0,1,2177839.0,41876648.0,9.0,20,24,163164121.0,2409.0,0.8333333333333334,6798505,100.375,-4620666.0,0,0,0.0,0.0,0.0
877,18404,2952,2054,4238824,895.0,28.774193548387096,8416522,0.033749,2127.0,1,-27.0,0,4238824.0,8416522.0,1.0,0,0,0.0,0.0,0.0,0,0.0,4238824.0,0,0,0.0,0.0,0.0
2926,11795,2954,4773,3004611,312.0,10.266666666666667,28962934,0.045194,10629.0,2,-5.0,0,3004611.0,28962934.0,2.0,8,35,167982967.04999998,-105.0,0.22857142857142856,4799513,-3.0,-1794902.0,0,0,0.0,0.0,0.0
345,6605,2956,4693,1024132,527.0,29.22222222222222,97652729,0.081945,11994.0,8,-4.0,0,1024132.0,97652729.0,8.0,4,24,228567341.0,-177.0,0.16666666666666666,9523639,-7.375,-8499507.0,0,0,0.0,0.0,0.0
2316,8943,2956,4584,1380400,349.0,87.25,99033129,0.074401,9495.0,9,81.0,1,1380400.0,99033129.0,9.0,0,4,37136370.0,-102.0,0.0,9284092,-25.5,-7903692.0,0,1,-4.0,0.0,-4.0
2937,12088,2962,2853,3459507,305.0,6.3125,4531968,0.320037,1314.0,124,22.0,1,3459507.0,4531968.0,124.0,0,0,0.0,0.0,0.0,0,0.0,3459507.0,0,0,0.0,0.0,0.0
1144,4066,2963,4900,3605760,87.0,87.0,3605760,0.0,10496.0,3,-21.0,0,3605760.0,3605760.0,3.0,1,9,113169253.0,-113.0,0.1111111111111111,12574361,-12.555555555555555,-8968601.0,0,0,0.0,0.0,0.0
1407,14049,2966,4904,4542228,1195.0,26.55555555555556,4542228,0.051785,10658.0,1,0.0,0,4542228.0,4542228.0,1.0,29,140,586322629.0999999,-299.0,0.20714285714285716,4188018,-2.1357142857142857,354210.0,0,0,0.0,0.0,0.0
435,19545,2972,4910,38675121,42.0,32.0,41195741,0.0,10770.0,7,13.0,1,38675121.0,41195741.0,7.0,0,0,0.0,0.0,0.0,0,0.0,38675121.0,0,0,0.0,0.0,0.0
2550,315,2973,2557,3801467,580.0,52.63636363636363,43059976,0.042108,5219.0,4,1.0,1,3801467.0,43059976.0,4.0,0,0,0.0,0.0,0.0,0,0.0,3801467.0,0,0,0.0,0.0,0.0
2243,3717,2984,4752,10656450,272.0,17.0,17020094,0.300812,10489.0,33,-35.0,0,10656450.0,17020094.0,33.0,1,1,18278400.0,4.0,1.0,18278400,4.0,-7621950.0,0,0,0.0,0.0,0.0
1363,9454,2984,4752,1570800,386.0,17.666666666666668,31119393,0.278683,10603.0,38,4.0,1,1570800.0,31119393.0,38.0,1,2,28934850.0,-31.0,0.5,14467425,-15.5,-12896625.0,0,1,-35.0,0.0,-35.0
2817,458,2985,4883,1476790,357.0,18.526315789473685,105159692,0.023286,10421.0,22,2.0,1,1476790.0,105159692.0,22.0,0,0,0.0,0.0,0.0,0,0.0,1476790.0,0,0,0.0,0.0,0.0
1956,10222,2985,4693,3841621,715.0,44.0,135122026,0.033383,12063.0,24,-7.0,0,3841621.0,135122026.0,24.0,6,40,318462604.0,-171.0,0.15,7961565,-4.275,-4119944.0,1,1,2.0,1.0,2.0
2110,18037,2985,4883,3179323,670.0,12.884615384615383,161585645,0.047879,10734.0,24,0.0,0,3179323.0,161585645.0,24.0,1,8,10654628.0,-116.0,0.125,1331828,-14.5,1847495.0,1,2,-5.0,0.5,-2.5
1239,1418,2987,5243,1604715,137.0,27.2,56443556,0.002671,9119.0,28,21.0,1,1604715.0,56443556.0,28.0,0,0,0.0,0.0,0.0,0,0.0,1604715.0,0,0,0.0,0.0,0.0
166,15528,2987,853,3895927,657.0,46.92857142857143,92892876,0.001846,4316.0,28,25.0,1,3895927.0,92892876.0,28.0,1,2,5876493.0,15.0,0.5,2938246,7.5,957681.0,1,1,21.0,1.0,21.0
1633,2097,2991,4475,6439745,73.0,12.0,36643611,0.0,6721.0,13,514.0,1,6439745.0,36643611.0,13.0,0,1,4983720.0,-1.0,0.0,4983720,-1.0,1456025.0,0,0,0.0,0.0,0.0
622,15305,2992,5335,505750,196.0,7.84,2760800,0.069937,7842.0,12,0.0,0,505750.0,2760800.0,12.0,0,0,0.0,0.0,0.0,0,0.0,505750.0,0,0,0.0,0.0,0.0
1154,8829,2995,5015,18813472,256.0,27.33333333333333,26245939,0.0,2584.0,5,0.0,0,18813472.0,26245939.0,5.0,12,37,149552975.0,38.0,0.32432432432432434,4041972,1.027027027027027,14771500.0,0,0,0.0,0.0,0.0
1481,15902,2995,5015,463812,386.0,26.357142857142858,34991735,0.0,2714.0,6,0.0,0,463812.0,34991735.0,6.0,25,69,272358816.0,464.0,0.36231884057971014,3947229,6.72463768115942,-3483417.0,0,1,0.0,0.0,0.0
2254,4479,3000,5107,15934100,166.0,18.444444444444443,50122800,0.585847,10503.0,33,-26.0,0,15934100.0,50122800.0,33.0,0,0,0.0,0.0,0.0,0,0.0,15934100.0,0,0,0.0,0.0,0.0
2970,5320,3000,4895,65164400,140.0,23.33333333333333,147155400,0.591092,10518.0,37,-20.0,0,43578160.04999998,147155400.0,37.0,0,0,0.0,0.0,0.0,0,0.0,43578160.04999998,0,1,-26.0,0.0,-26.0
2223,7142,3000,5378,4748100,42.0,37.0,172369358,0.553159,10553.0,39,33.0,1,4748100.0,172369358.0,39.0,0,0,0.0,0.0,0.0,0,0.0,4748100.0,0,2,-46.0,0.0,-23.0
163,8958,3000,1531,5224100,310.0,44.0,278013750,0.523507,5903.0,41,4.0,1,5224100.0,278013750.0,41.0,0,0,0.0,0.0,0.0,0,0.0,5224100.0,1,3,-13.0,0.3333333333333333,-4.333333333333333
2685,9024,3000,1027,11400200,153.0,30.6,289413950,0.523507,6291.0,41,43.0,1,11400200.0,289413950.0,41.0,0,0,0.0,0.0,0.0,0,0.0,11400200.0,2,4,-9.0,0.5,-2.25
579,16026,3002,380,21464589,62.0,20.0,154267076,0.0,365.0,3,-4.0,0,21464589.0,154267076.0,3.0,0,0,0.0,0.0,0.0,0,0.0,21464589.0,0,0,0.0,0.0,0.0
2629,6376,3004,3044,4422040,545.0,41.61538461538461,23121681,0.196091,5164.0,7,-15.0,0,4422040.0,23121681.0,7.0,3,10,86260353.0,-70.0,0.3,8626035,-7.0,-4203995.0,0,0,0.0,0.0,0.0
1332,2318,3005,2040,2888266,388.0,16.954545454545453,33263092,0.205391,1869.0,21,-1.0,0,2888266.0,33263092.0,21.0,1,3,78532268.04999998,-2.0,0.3333333333333333,26177422,-0.6666666666666666,-23289156.0,0,0,0.0,0.0,0.0
2946,4124,3005,741,967103,377.0,34.0,71988625,0.204017,4554.0,22,-25.0,0,967103.0,71988625.0,22.0,0,1,11387848.0,-17.0,0.0,11387848,-17.0,-10420745.0,0,1,-1.0,0.0,-1.0
527,5192,3005,2040,27850554,434.0,17.28,124047525,0.20466,1915.0,25,-38.0,0,27850554.0,124047525.0,25.0,2,5,105501555.04999998,10.0,0.4,21100311,2.0,6750243.0,0,2,-26.0,0.0,-13.0
1004,6270,3005,965,76964,458.0,4.626262626262626,159502559,0.216599,3902.0,26,-45.0,0,76964.0,159502559.0,26.0,9,9,13763179.0,435.0,1.0,1529242,48.333333333333336,-1452278.0,0,3,-64.0,0.0,-21.333333333333332
2930,8302,3005,934,969912,200.0,10.210526315789474,266625666,0.224477,4014.0,26,-16.0,0,969912.0,266625666.0,26.0,1,1,559300.0,3.0,1.0,559300,3.0,410612.0,0,4,-109.0,0.0,-27.25
486,7254,3006,4589,2118200,413.0,21.68421052631579,14027125,0.022554,9421.0,3,3.0,1,2118200.0,14027125.0,3.0,11,12,194451209.09999996,136.0,0.9166666666666666,16204267,11.333333333333334,-14086067.0,0,0,0.0,0.0,0.0
1518,19559,3006,4589,4760000,631.0,27.08695652173913,43354957,0.016493,9639.0,5,-1.0,0,4760000.0,43354957.0,5.0,25,28,335203523.09999996,208.0,0.8928571428571429,11971554,7.428571428571429,-7211554.0,1,1,3.0,1.0,3.0
1428,12825,3007,4779,1480479,196.0,19.6,31529876,0.0,10640.0,3,-7.0,0,1480479.0,31529876.0,3.0,0,7,72084132.04999998,-121.0,0.0,10297733,-17.285714285714285,-8817254.0,0,0,0.0,0.0,0.0
1226,14783,3007,4779,871080,224.0,18.58333333333333,40744046,0.0,10668.0,4,-7.0,0,871080.0,40744046.0,4.0,1,10,84255722.04999998,-107.0,0.1,8425572,-10.7,-7554492.0,0,1,-7.0,0.0,-7.0
611,16797,3008,3198,13982500,320.0,13.434782608695652,13982500,0.09439,1131.0,15,230.0,1,13982500.0,13982500.0,15.0,0,0,0.0,0.0,0.0,0,0.0,13982500.0,0,0,0.0,0.0,0.0
772,14855,3009,2004,2197323,3.0,80.0,10452474,0.061357,2142.0,7,18.0,1,2197323.0,10452474.0,7.0,0,0,0.0,0.0,0.0,0,0.0,2197323.0,0,0,0.0,0.0,0.0
139,11001,3010,4856,1556804,365.0,32.36363636363637,299338643,0.146512,10623.0,14,-7.0,0,1556804.0,299338643.0,14.0,3,21,230018902.04999998,-16.0,0.14285714285714285,10953281,-0.7619047619047619,-9396477.0,0,0,0.0,0.0,0.0
2950,13987,3010,4693,301150,662.0,26.32,302019793,0.143337,12114.0,13,-133.0,0,301150.0,302019793.0,13.0,10,64,445089078.0,-255.0,0.15625,6954516,-3.984375,-6653366.0,0,1,-7.0,0.0,-7.0
828,13988,3010,4856,1581036,403.0,33.25,309669829,0.143337,10661.0,13,-6.0,0,1581036.0,309669829.0,13.0,3,25,250913633.04999998,-65.0,0.12,10036545,-2.6,-8455509.0,0,2,-140.0,0.0,-70.0
2881,5588,3013,4925,4483450,469.0,18.03846153846154,67751771,0.11593,10524.0,40,42.0,1,4483450.0,67751771.0,40.0,0,0,0.0,0.0,0.0,0,0.0,4483450.0,0,0,0.0,0.0,0.0
2701,6062,3013,2535,714000,201.0,66.66666666666667,72258991,0.112987,1504.0,39,17.0,1,714000.0,72258991.0,39.0,0,0,0.0,0.0,0.0,0,0.0,714000.0,1,1,42.0,1.0,42.0
2555,6823,3013,741,825972,456.0,16.88888888888889,82452251,0.130834,4593.0,40,11.0,1,825972.0,82452251.0,40.0,0,2,12354951.0,-42.0,0.0,6177475,-21.0,-5351503.0,2,2,59.0,1.0,29.5
672,8604,3013,4925,14240660,519.0,16.1875,110409876,0.137158,10574.0,39,27.0,1,14240660.0,110409876.0,39.0,1,1,4483450.0,42.0,1.0,4483450,42.0,9757210.0,3,3,70.0,1.0,23.333333333333332
1665,13572,3013,741,6056979,566.0,14.15,145975320,0.127997,4703.0,33,-47.0,0,6056979.0,145975320.0,33.0,1,3,13180923.0,-31.0,0.3333333333333333,4393641,-10.333333333333334,1663338.0,4,4,97.0,1.0,24.25
2428,14432,3014,1729,6500000,195.0,97.5,6500000,0.076945,1938.0,12,331.0,1,6500000.0,6500000.0,12.0,0,0,0.0,0.0,0.0,0,0.0,6500000.0,0,0,0.0,0.0,0.0
1924,10653,3017,3590,5546221,179.0,7.857142857142857,20013366,0.0,728.0,14,12.0,1,5546221.0,20013366.0,14.0,0,0,0.0,0.0,0.0,0,0.0,5546221.0,0,0,0.0,0.0,0.0
2218,9194,3019,5234,26309407,169.0,14.909090909090908,26309407,0.175031,9324.0,1,54.0,1,26309407.0,26309407.0,1.0,7,10,207712436.04999998,191.0,0.7,20771243,19.1,5538164.0,0,0,0.0,0.0,0.0
1881,13849,3019,5234,16361805,244.0,17.214285714285715,48703041,0.143964,9399.0,1,-8.0,0,16361805.0,48703041.0,1.0,12,20,472217951.2499999,334.0,0.6,23610897,16.7,-7249092.0,1,1,54.0,1.0,54.0
47,12407,3024,826,892500,541.0,38.642857142857146,168830358,0.043192,4349.0,10,-10.0,0,892500.0,168830358.0,10.0,0,0,0.0,0.0,0.0,0,0.0,892500.0,0,0,0.0,0.0,0.0
363,18485,3024,826,24338431,650.0,24.07407407407408,262615351,0.032511,4458.0,10,-7.0,0,24338431.0,262615351.0,10.0,1,2,2903600.0,-1.0,0.5,1451800,-0.5,22886631.0,0,1,-10.0,0.0,-10.0
159,18312,3025,917,2087784,107.0,26.5,2087784,0.008869,4221.0,47,-11.0,0,2087784.0,2087784.0,47.0,0,0,0.0,0.0,0.0,0,0.0,2087784.0,0,0,0.0,0.0,0.0
2665,6540,3026,2302,10335321,15.0,15.0,63379322,0.172296,950.0,13,30.0,1,10335321.0,63379322.0,13.0,0,0,0.0,0.0,0.0,0,0.0,10335321.0,0,0,0.0,0.0,0.0
973,4682,3028,4904,297500,493.0,4.823529411764706,167864397,0.082575,10506.0,19,-4.0,0,297500.0,167864397.0,19.0,16,52,245358053.04999998,-84.0,0.3076923076923077,4718424,-1.6153846153846154,-4420924.0,0,0,0.0,0.0,0.0
2016,5245,3028,4904,14808435,504.0,4.893203883495145,188655267,0.145546,10517.0,19,-4.0,0,14808435.0,188655267.0,19.0,18,57,248908966.04999998,-99.0,0.3157894736842105,4366823,-1.736842105263158,10441612.0,0,1,-4.0,0.0,-4.0
2380,5246,3028,4904,3105900,529.0,4.89622641509434,196782967,0.134972,10542.0,23,-14.0,0,3105900.0,196782967.0,23.0,24,75,337448176.09999996,-172.0,0.32,4499309,-2.2933333333333334,-1393409.0,0,2,-8.0,0.0,-4.0
1432,15768,3028,4904,499800,679.0,5.044776119402985,268913543,0.109454,10692.0,27,-7.0,0,499800.0,268913543.0,27.0,30,164,706622779.15,-392.0,0.18292682926829268,4308675,-2.3902439024390243,-3808875.0,0,3,-22.0,0.0,-7.333333333333333
1849,16208,3028,4904,333200,697.0,5.028985507246377,270002393,0.145536,10710.0,30,1.0,1,333200.0,270002393.0,30.0,30,177,733468434.15,-459.0,0.1694915254237288,4143889,-2.593220338983051,-3810689.0,0,4,-29.0,0.0,-7.25
